date,close,open,high,low,volume,symbol,category,source
2022-08-23 01:00:00,0.30044616046920264,0.30044616046920264,0.30044616046920264,0.30044616046920264,541194.8863016343,canto,crypto,coingecko
2022-08-23 02:00:00,0.30568367848275363,0.30568367848275363,0.30568367848275363,0.30568367848275363,1664826.019176036,canto,crypto,coingecko
2022-08-23 03:00:00,0.30871835466819864,0.30871835466819864,0.30871835466819864,0.30871835466819864,1752520.7899777568,canto,crypto,coingecko
2022-08-23 04:00:00,0.30667605207475135,0.30667605207475135,0.30667605207475135,0.30667605207475135,1783332.8833434705,canto,crypto,coingecko
2022-08-23 05:00:00,0.30626277401536506,0.30626277401536506,0.30626277401536506,0.30626277401536506,1854434.0181494888,canto,crypto,coingecko
2022-08-23 06:00:00,0.31008292827278827,0.31008292827278827,0.31008292827278827,0.31008292827278827,2176724.5929076564,canto,crypto,coingecko
2022-08-23 07:00:00,0.30953402620178033,0.30953402620178033,0.30953402620178033,0.30953402620178033,2175574.0681924773,canto,crypto,coingecko
2022-08-23 08:00:00,0.311550017080802,0.311550017080802,0.311550017080802,0.311550017080802,2117884.315545985,canto,crypto,coingecko
2022-08-23 09:00:00,0.31274481789267333,0.31274481789267333,0.31274481789267333,0.31274481789267333,2011303.8754278137,canto,crypto,coingecko
2022-08-23 10:00:00,0.3161316421932939,0.3161316421932939,0.3161316421932939,0.3161316421932939,2086104.3446918505,canto,crypto,coingecko
2022-08-23 11:00:00,0.3153926734236676,0.3153926734236676,0.3153926734236676,0.3153926734236676,2066275.5354123064,canto,crypto,coingecko
2022-08-23 12:00:00,0.31860451476472035,0.31860451476472035,0.31860451476472035,0.31860451476472035,2118389.479894158,canto,crypto,coingecko
2022-08-23 13:00:00,0.33964352394565117,0.33964352394565117,0.33964352394565117,0.33964352394565117,2750515.352609902,canto,crypto,coingecko
2022-08-23 14:00:00,0.34208747035712006,0.34208747035712006,0.34208747035712006,0.34208747035712006,2705668.2714606524,canto,crypto,coingecko
2022-08-23 15:00:00,0.34169759851567566,0.34169759851567566,0.34169759851567566,0.34169759851567566,2680018.3959104586,canto,crypto,coingecko
2022-08-23 16:00:00,0.3414139314491859,0.3414139314491859,0.3414139314491859,0.3414139314491859,2653469.176936349,canto,crypto,coingecko
2022-08-23 17:00:00,0.3383367561909864,0.3383367561909864,0.3383367561909864,0.3383367561909864,2557837.794342356,canto,crypto,coingecko
2022-08-23 18:00:00,0.3396132436222678,0.3396132436222678,0.3396132436222678,0.3396132436222678,2477229.2813906535,canto,crypto,coingecko
2022-08-23 19:00:00,0.344793756554726,0.344793756554726,0.344793756554726,0.344793756554726,2508989.430248192,canto,crypto,coingecko
2022-08-23 20:00:00,0.3492667475634995,0.3492667475634995,0.3492667475634995,0.3492667475634995,2600913.614912642,canto,crypto,coingecko
2022-08-23 21:00:00,0.34249652240207284,0.34249652240207284,0.34249652240207284,0.34249652240207284,2738403.908581903,canto,crypto,coingecko
2022-08-23 22:00:00,0.34414893644033406,0.34414893644033406,0.34414893644033406,0.34414893644033406,2772832.669462917,canto,crypto,coingecko
2022-08-23 23:00:00,0.34565963261634686,0.34565963261634686,0.34565963261634686,0.34565963261634686,2805454.419416442,canto,crypto,coingecko
2022-08-24 00:00:00,0.3474580595849007,0.3474580595849007,0.3474580595849007,0.3474580595849007,2732400.4634534987,canto,crypto,coingecko
2022-08-24 01:00:00,0.34236473965616004,0.34236473965616004,0.34236473965616004,0.34236473965616004,2817853.525317937,canto,crypto,coingecko
2022-08-24 02:00:00,0.33695314088328526,0.33695314088328526,0.33695314088328526,0.33695314088328526,2720754.9170124843,canto,crypto,coingecko
2022-08-24 03:00:00,0.33424156415416845,0.33424156415416845,0.33424156415416845,0.33424156415416845,2667970.404075214,canto,crypto,coingecko
2022-08-24 04:00:00,0.33411332611314226,0.33411332611314226,0.33411332611314226,0.33411332611314226,2668888.0680295494,canto,crypto,coingecko
2022-08-24 05:00:00,0.33759014795963854,0.33759014795963854,0.33759014795963854,0.33759014795963854,2650092.166238601,canto,crypto,coingecko
2022-08-24 06:00:00,0.33919880295008487,0.33919880295008487,0.33919880295008487,0.33919880295008487,2337116.25860271,canto,crypto,coingecko
2022-08-24 07:00:00,0.33908118592831177,0.33908118592831177,0.33908118592831177,0.33908118592831177,2326427.0412737555,canto,crypto,coingecko
2022-08-24 08:00:00,0.3368390989886955,0.3368390989886955,0.3368390989886955,0.3368390989886955,2323587.778947669,canto,crypto,coingecko
2022-08-24 09:00:00,0.33859476752702433,0.33859476752702433,0.33859476752702433,0.33859476752702433,2337861.479492867,canto,crypto,coingecko
2022-08-24 10:00:00,0.3385200435922358,0.3385200435922358,0.3385200435922358,0.3385200435922358,2242501.3989308816,canto,crypto,coingecko
2022-08-24 11:00:00,0.33731788237926835,0.33731788237926835,0.33731788237926835,0.33731788237926835,2226689.4570516823,canto,crypto,coingecko
2022-08-24 12:00:00,0.3403748357398601,0.3403748357398601,0.3403748357398601,0.3403748357398601,2286700.781342041,canto,crypto,coingecko
2022-08-24 13:00:00,0.34199684847865364,0.34199684847865364,0.34199684847865364,0.34199684847865364,1800683.7812202028,canto,crypto,coingecko
2022-08-24 14:00:00,0.3419533398413278,0.3419533398413278,0.3419533398413278,0.3419533398413278,1863190.3549003168,canto,crypto,coingecko
