,id,symbol,category,source,date,open,high,low,close,volume
0,5464,arbitrum,crypto,coingecko,2023-03-23 13:00:00,1.1885969146004183,1.1885969146004183,1.1885969146004183,1.1885969146004183,55.447699831759756
1,5465,arbitrum,crypto,coingecko,2023-03-23 14:00:00,1.277530816485734,1.277530816485734,1.277530816485734,1.277530816485734,57340606.43781699
2,5466,arbitrum,crypto,coingecko,2023-03-23 15:00:00,1.3287622976893363,1.3287622976893363,1.3287622976893363,1.3287622976893363,316433054.59104484
3,5467,arbitrum,crypto,coingecko,2023-03-23 16:00:00,1.270966577397014,1.270966577397014,1.270966577397014,1.270966577397014,770778637.6758596
4,5468,arbitrum,crypto,coingecko,2023-03-23 17:00:00,1.2967758054512377,1.2967758054512377,1.2967758054512377,1.2967758054512377,1033191009.5606828
5,5469,arbitrum,crypto,coingecko,2023-03-23 18:00:00,1.3266724657630096,1.3266724657630096,1.3266724657630096,1.3266724657630096,1249136478.1635203
6,5470,arbitrum,crypto,coingecko,2023-03-23 19:00:00,1.4136912941286248,1.4136912941286248,1.4136912941286248,1.4136912941286248,1380285759.7073164
7,5471,arbitrum,crypto,coingecko,2023-03-23 20:00:00,1.4342012936585506,1.4342012936585506,1.4342012936585506,1.4342012936585506,1573553606.5312688
8,5472,arbitrum,crypto,coingecko,2023-03-23 21:00:00,1.459308887234344,1.459308887234344,1.459308887234344,1.459308887234344,1738455928.282819
9,5473,arbitrum,crypto,coingecko,2023-03-23 22:00:00,1.388883471574424,1.388883471574424,1.388883471574424,1.388883471574424,1884315703.4838846
10,5474,arbitrum,crypto,coingecko,2023-03-23 23:00:00,1.3394802953309703,1.3394802953309703,1.3394802953309703,1.3394802953309703,1976169445.5142994
11,5475,arbitrum,crypto,coingecko,2023-03-24 00:00:00,1.3715053872516125,1.3715053872516125,1.3715053872516125,1.3715053872516125,2029603109.7023437
12,5476,arbitrum,crypto,coingecko,2023-03-24 01:00:00,1.4233807467590847,1.4233807467590847,1.4233807467590847,1.4233807467590847,2147515433.4583616
13,5477,arbitrum,crypto,coingecko,2023-03-24 02:00:00,1.4210039707951674,1.4210039707951674,1.4210039707951674,1.4210039707951674,2249968765.5033484
14,5478,arbitrum,crypto,coingecko,2023-03-24 03:00:00,1.405279748088662,1.405279748088662,1.405279748088662,1.405279748088662,2304255235.55845
15,5479,arbitrum,crypto,coingecko,2023-03-24 04:00:00,1.3691824512193926,1.3691824512193926,1.3691824512193926,1.3691824512193926,2373294240.4119587
16,5480,arbitrum,crypto,coingecko,2023-03-24 05:00:00,1.3845793042784484,1.3845793042784484,1.3845793042784484,1.3845793042784484,2425243272.029052
17,5481,arbitrum,crypto,coingecko,2023-03-24 06:00:00,1.4193594476014897,1.4193594476014897,1.4193594476014897,1.4193594476014897,2472900403.5172153
18,5482,arbitrum,crypto,coingecko,2023-03-24 07:00:00,1.4861819834301615,1.4861819834301615,1.4861819834301615,1.4861819834301615,2467457286.7371507
19,5483,arbitrum,crypto,coingecko,2023-03-24 08:00:00,1.5305756017918852,1.5305756017918852,1.5305756017918852,1.5305756017918852,2713680512.599299
20,5484,arbitrum,crypto,coingecko,2023-03-24 09:00:00,1.4895562202347743,1.4895562202347743,1.4895562202347743,1.4895562202347743,2901332140.5459795
21,5485,arbitrum,crypto,coingecko,2023-03-24 10:00:00,1.4783119228512793,1.4783119228512793,1.4783119228512793,1.4783119228512793,3024994636.422064
22,5486,arbitrum,crypto,coingecko,2023-03-24 11:00:00,1.4576352292426773,1.4576352292426773,1.4576352292426773,1.4576352292426773,3126699678.360377
23,5487,arbitrum,crypto,coingecko,2023-03-24 12:00:00,1.4398346877645465,1.4398346877645465,1.4398346877645465,1.4398346877645465,3224529663.6671867
24,5488,arbitrum,crypto,coingecko,2023-03-24 13:00:00,1.4187101326652916,1.4187101326652916,1.4187101326652916,1.4187101326652916,2084673363.4998446
25,5489,arbitrum,crypto,coingecko,2023-03-24 14:00:00,1.4003156801054586,1.4003156801054586,1.4003156801054586,1.4003156801054586,2092306303.2656915
26,5490,arbitrum,crypto,coingecko,2023-03-24 15:00:00,1.3837813595428547,1.3837813595428547,1.3837813595428547,1.3837813595428547,3087375079.878097
27,5491,arbitrum,crypto,coingecko,2023-03-24 16:00:00,1.3386029296398638,1.3386029296398638,1.3386029296398638,1.3386029296398638,2756886806.579638
28,5492,arbitrum,crypto,coingecko,2023-03-24 17:00:00,1.2706029989385803,1.2706029989385803,1.2706029989385803,1.2706029989385803,2571579538.515423
29,5493,arbitrum,crypto,coingecko,2023-03-24 18:00:00,1.2991238575346438,1.2991238575346438,1.2991238575346438,1.2991238575346438,2519111409.234142
30,5494,arbitrum,crypto,coingecko,2023-03-24 19:00:00,1.3139617270750055,1.3139617270750055,1.3139617270750055,1.3139617270750055,2442979830.5407434
31,5495,arbitrum,crypto,coingecko,2023-03-24 20:00:00,1.246188941223712,1.246188941223712,1.246188941223712,1.246188941223712,2329301911.51465
32,5496,arbitrum,crypto,coingecko,2023-03-24 21:00:00,1.2389146084716538,1.2389146084716538,1.2389146084716538,1.2389146084716538,2210022113.4162564
33,5497,arbitrum,crypto,coingecko,2023-03-24 22:00:00,1.2460946643641404,1.2460946643641404,1.2460946643641404,1.2460946643641404,2207354562.910426
